SN,MPLS/Switch,Full SOLAR POP,Down Time,Up Time,Type,Region,Reason/Issue,Date,Duration,Remarks(from mail if any),Category,,Province
30,mchapagaun,FALSE,8/2/2025 12:27:57,8/2/2025 12:45:14,MPLS,Central Region,Rebooted,17th Shrawan,"0 days, 00 hrs, 17 min",,Power,0.01200231482,Prov3
31,mgorusinghe - mkrishnanagar-dls-sw1 [10G],,8/2/2025 3:28:00,,Link Down,********,,17th Shrawan,"2 days, 13 hrs, 17 min","As per Narendra ji , fiber reached there but due to rainfall since yesterday task could not carried out ahead . Its still raining . According to him , if rainfall stop today they will proceed the task .",,2.55387735,**********
32,mdhalkebar-te-0-0-0-38:To-mrupani-te-0-0-0-38-via-pss32-dhalkebar-01-1-13-C3-LAG-BE8-[60G],,8/2/2025 13:26:53,8/2/2025 13:40:00,Traffic Congestion,********,Congestion,17th Shrawan,"0 days, 00 hrs, 13 min",,Traffic Issue,0.009108796294,**********
33,mbasantapur <-> mhille [10G],,8/2/2025 13:57:00,8/2/2025 16:13:53,Link Down,********,Fiber Issue,17th Shrawan,"0 days, 02 hrs, 16 min",,Fiber,0.09505787037,**********
34, msidhuwa-sw1,,8/2/2025 14:03:47,8/2/2025 16:14:19,Switch,********,Unknown,17th Shrawan,"0 days, 02 hrs, 10 min",,Unknown,0.09064814815,**********
35,mtalchikhel - mtinkune [100G],,8/2/2025 14:20:58,8/2/2025 14:43:46,Link Down,********,Fiber Breakage,17th Shrawan,"0 days, 00 hrs, 22 min",,Fiber,0.01583333333,**********
36,msankrantibazaar,,8/2/2025 14:35:41,8/2/2025 14:43:26,MPLS,********,Rebooted,17th Shrawan,"0 days, 00 hrs, 07 min",,Power,0.005381944444,Prov1
37,mtalchikhel - mpulchowk [100G],,8/2/2025 14:45:41,8/2/2025 16:50:00,Link Flap,********,Link Flap,17th Shrawan,"0 days, 02 hrs, 04 min",,Link Issue,0.08633101852,**********
38,mdevinagar-sw1,FALSE,8/2/2025 16:27:03,8/2/2025 16:52:38,Switch,Western Region,Rebooted,17th Shrawan,"0 days, 00 hrs, 25 min",,Power,0.0177662037,Prov5
39,mkolkoche-sw1,,8/2/2025 16:18:13,8/2/2025 16:55:05,Switch,********,Unknown,17th Shrawan,"0 days, 00 hrs, 36 min",,Unknown,0.02560185185,Prov5
40,mlahan <-> mitahari-ch [10G],,8/2/2025 16:02:44,,Link Down,********,,17th Shrawan,"2 days, 00 hrs, 42 min","Already informed to Lalan Ji, he will do the needful tomorrow.",,2.029756979,**********
41,mnaamdanda-sw1,TRUE,8/2/2025 16:27:18,8/3/2025 8:50:15,Switch,Central Region,Rebooted,17th Shrawan,"0 days, 16 hrs, 22 min","Raindanda wireless device is not being access, calls were made to Furba ji to hard reboot the system,but the call was not connected. we will update once our call get connected.",Power,0.6826041667,Prov3
42,mdoti-sw1,FALSE,8/2/2025 16:33:28,8/2/2025 16:37:25,Switch,Far Western Region,Rebooted,17th Shrawan,"0 days, 00 hrs, 03 min",,Power,0.002743055556,Prov7
43,mhariwan <-> mnijhgadh [10G] -- Te0/0/0/16 || optical power,,8/2/2025 15:43:00,8/2/2025 15:43:00,Optical Power,********,Unknown,17th Shrawan,"0 days, 00 hrs, 00 min",As per update from Nabin ji there is heavy rainfall due to which they wont be able to do optimize the link power today. He said tomorrow he will optimize the power of the link.,Unknown,0,**********
44,mtalchowk-sw1,FALSE,8/2/2025 16:50:00,8/2/2025 16:56:36,Switch,Western Region,Rebooted,17th Shrawan,"0 days, 00 hrs, 06 min",,Power,0.004583333335,Prov4
45,msankrantibazaar,,8/2/2025 17:06:41,8/2/2025 17:26:21,MPLS,********,CT Line Issue/Backup Drained,17th Shrawan,"0 days, 00 hrs, 19 min",,Power,0.01365740741,Prov1
46,mnarayanthan - mmaharajgunj [10G],,8/2/2025 17:25:11,8/2/2025 17:29:00,Link Down,********,Fiber Issue,17th Shrawan,"0 days, 00 hrs, 03 min",,Fiber,0.002650462964,**********
47,msirdibas-sw1,TRUE,8/2/2025 17:57:41,8/3/2025 7:58:55,Switch,Gorkha NTA,Full Solar POP,17th Shrawan,"0 days, 14 hrs, 01 min",,Power,0.5841898148,**********
48,msundarbazaar-iaas-sw1 ,,8/2/2025 17:59:18,8/2/2025 19:21:27,Switch,********,Rebooted,17th Shrawan,"0 days, 01 hrs, 22 min",,Power,0.05704861111,**********
49,mrindanda-sw1,FALSE,8/2/2025 17:24:59,8/3/2025 8:01:12,Switch,Central Region,Device Hang,17th Shrawan,"0 days, 14 hrs, 36 min",,Device,0.6084837963,Prov3
50,mkhawadanda-sw1,FALSE,8/2/2025 19:33:36,8/2/2025 19:58:40,Switch,Central Region,Rebooted,17th Shrawan,"0 days, 00 hrs, 25 min",,Power,0.0174074074,Prov3
51,mpatan-baitadi-sw1,,8/2/2025 19:37:57,8/3/2025 9:50:37,Switch,********,Full Solar POP,17th Shrawan,"0 days, 14 hrs, 12 min",,Power,0.5921296296,Prov7
52,mbardibas-te-0-0-0-26:To-mhariwan-LAG-BE1-te-0-0-0-26-[40G],,8/2/2025 19:46:25,8/2/2025 20:00:00,Traffic Congestion,********,Congestion,17th Shrawan,"0 days, 00 hrs, 13 min",,Traffic Issue,0.009432870371,**********
53,mbhairahawa-ae2:To-NDS-OHM-DC-IPT-LACP-[100G],,8/2/2025 19:43:58,8/2/2025 22:00:00,Traffic Congestion,********,Congestion,17th Shrawan,"0 days, 02 hrs, 16 min",,Traffic Issue,0.09446759259,**********
54,mhbl-xe-0-0-0-to-mthamel-xe-2-0-0,,8/2/2025 20:01:54,8/2/2025 22:15:00,Traffic Congestion,********,Congestion,17th Shrawan,"0 days, 02 hrs, 13 min",,Traffic Issue,0.09243055556,**********
55,mbattisputali-sw1 - msinamangal-sw1,,8/2/2025 20:06:26,8/3/2025 17:07:01,Link Down,********,Fiber Issue,17th Shrawan,"0 days, 21 hrs, 00 min",,Fiber,0.8754050926,**********
56,mnijhgadh-te-0-0-0-17:To-mhariwan-te-0-0-0-17-LAG-BE2-CH48-[40G],,8/2/2025 20:21:31,8/2/2025 22:30:00,Traffic Congestion,********,Congestion,17th Shrawan,"0 days, 02 hrs, 08 min",,Traffic Issue,0.08922453703,**********
57,mbuditola-sw1,FALSE,8/2/2025 20:50:13,8/3/2025 10:31:26,Switch,Far Western Region,Weather Unfavourable,17th Shrawan,"0 days, 13 hrs, 41 min",,Power,0.5702893519,Prov7
58,mjamune-sw1,,8/2/2025 21:22:06,8/3/2025 7:33:37,Switch,Highway PoP,Unknown,17th Shrawan,#REF!,,Unknown,,**********
59,mdumkibas,FALSE,8/2/2025 21:37:07,8/3/2025 8:17:00,MPLS,Western Region,CT Line Issue/Backup Drained,17th Shrawan,"0 days, 10 hrs, 39 min",,Power,0.4443634259,Prov4
60,mdandagaun-sw1,FALSE,8/2/2025 22:07:00,8/2/2025 22:09:00,Switch,Central Region,Rebooted,17th Shrawan,"0 days, 00 hrs, 02 min",,Power,0.001388888893,Prov3
61,mkataridanda-sw1,FALSE,8/2/2025 22:21:38,8/3/2025 7:35:59,Switch,Eastern Region,Rebooted,17th Shrawan,"0 days, 09 hrs, 14 min",,Power,0.3849652778,**********
62,mhetauda-warehouse-sw1,FALSE,8/2/2025 23:02:11,8/3/2025 0:07:46,Switch,Central Region,Rebooted,17th Shrawan,"0 days, 01 hrs, 05 min",,Power,0.04554398148,Prov3
63,mlapa-sw1,TRUE,8/2/2025 23:13:35,8/4/2025 9:55:00,Switch,Dhading NTA,Rebooted,17th Shrawan,"1 days, 10 hrs, 41 min",,Power,1.445428241,Prov3
64,mkhawadanda-sw1,FALSE,8/2/2025 23:37:42,8/3/2025 0:58:31,Switch,Central Region,Rebooted,17th Shrawan,"0 days, 01 hrs, 20 min",,Power,0.05612268518,Prov3
1,mranjha-sw1,FALSE,8/3/2025 0:31:00,8/3/2025 0:34:00,Switch,Far Western Region,Rebooted,18th Shrawan,"0 days, 00 hrs, 03 min",,Power,0.002083333333,Prov5
2,mbhalukharka-markhu-sw1,TRUE,8/3/2025 1:41:26,8/4/2025 9:46:38,Switch,Makawanpur NTA,Full Solar POP,18th Shrawan,"1 days, 08 hrs, 05 min",,Power,1.336944444,Prov3
3,mchitredanda-lamjung-sw1,,8/3/2025 2:19:45,8/3/2025 12:24:45,Switch,********,Rebooted,18th Shrawan,"0 days, 10 hrs, 05 min",,Power,0.4201388889,Prov5
4,mjyamrung-sw1,FALSE,8/3/2025 3:04:12,8/3/2025 8:45:45,Switch,Dhading NTA,Rebooted,18th Shrawan,"0 days, 05 hrs, 41 min",,Power,0.2371875,Prov3
5,mpepsicola,FALSE,8/3/2025 3:29:00,8/3/2025 3:37:00,MPLS,********,Rebooted,18th Shrawan,"0 days, 00 hrs, 08 min",,Power,0.005555555552,Prov3
6,mdevinagar-sw1,FALSE,8/3/2025 3:56:00,8/3/2025 3:59:00,Switch,Western Region,Rebooted,18th Shrawan,"0 days, 00 hrs, 03 min",,Power,0.002083333333,Prov5
7,mdurgaphat-sw1,FALSE,8/3/2025 3:32:10,8/3/2025 9:14:26,Switch,Western Region,Fiber Breakage,18th Shrawan,"0 days, 05 hrs, 42 min",,Fiber,0.2376851852,Prov5
8,mbouddha-sw1 - mpepsicola-sw1,,8/3/2025 4:25:00,,Optical Power,********,Optical Power,18th Shrawan,"1 days, 12 hrs, 20 min",All team team are busy at the moment Team will look into the issue tomorrow ,Fiber,1.514294016,**********
9,mjumlabazaar-sw1,TRUE,8/3/2025 4:18:59,8/3/2025 9:14:26,Switch,Far Western Region,Full Solar POP,18th Shrawan,"0 days, 04 hrs, 55 min",,Power,0.2051736111,Prov6
10,mkhawadanda-sw1,FALSE,8/3/2025 4:38:31,8/3/2025 11:43:32,Switch,Central Region,Rebooted,18th Shrawan,"0 days, 07 hrs, 05 min",,Power,0.295150463,Prov3
11,mbhakundebesi-dls-sw1,FALSE,8/3/2025 6:10:21,8/3/2025 6:48:00,Switch,Central Region,Routed,18th Shrawan,"0 days, 00 hrs, 37 min",,Fiber,0.02614583333,Prov3
12,mbhakundebesi-dls-sw1-mdhulkhel-dls-sw1,,8/3/2025 6:10:21,8/3/2025 12:34:37,Link Down,********,Fiber Breakage,18th Shrawan,"0 days, 06 hrs, 24 min",,Fiber,0.2668518519,**********
13,marghakhanchi-sw1,TRUE,8/3/2025 6:56:00,8/3/2025 7:22:06,Switch,Western Region,Full Solar POP,18th Shrawan,"0 days, 00 hrs, 26 min",,Power,0.018125,Prov5
14,mduhabi - mbrt[10G],,8/3/2025 8:15:00,8/3/2025 10:43:00,Link Down,********,Fiber Issue,18th Shrawan,"0 days, 02 hrs, 28 min",,Fiber,0.1027777778,**********
15,mpadampokhari-sw1,FALSE,8/3/2025 8:03:00,8/3/2025 10:32:43,Switch,Central Region,Unknown,18th Shrawan,"0 days, 02 hrs, 29 min",,Unknown,0.1039699074,Prov3
16,msilverling - mmaipi,,8/3/2025 8:57:00,8/3/2025 12:38:12,Link Down,********,Fiber Issue,18th Shrawan,"0 days, 03 hrs, 41 min",,Fiber,0.1536111111,**********
17,mbal - mthamel,,8/3/2025 10:11:00,,Link Down,********,,18th Shrawan,"1 days, 06 hrs, 34 min",Team is busy with another task team will look into the issue tomorrow,,1.274016238,**********
18,mlahan - mmirchaiya[60G],,8/3/2025 10:00:00,8/3/2025 22:10:26,Link Down,********,Fiber Issue,18th Shrawan,"0 days, 12 hrs, 10 min","""Our local is on-site and working on the issue. The ETR is 4 hours. We will keep you updated. """,Fiber,0.5072453704,**********
19,mbaluwatar-sw3,,8/3/2025 11:03:00,,Switch,********,Switch Issue,18th Shrawan,"1 days, 05 hrs, 42 min",,Device,1.237905127,Prov3
20,msoaltee - mbalaju [100G],,8/3/2025 12:02:00,8/3/2025 12:03:00,Link Flap,********,Link Flap,18th Shrawan,"0 days, 00 hrs, 01 min",,Link Issue,0.0006944444467,**********
21,mkolkoche-sw1,,8/3/2025 11:38:14,8/3/2025 12:25:32,Switch,********,Rebooted,18th Shrawan,"0 days, 00 hrs, 47 min",,Power,0.03284722222,Prov5
22,mgumdi-sw1,TRUE,8/3/2025 11:38:11,8/3/2025 13:15:42,Switch,Dhading NTA,Full Solar POP,18th Shrawan,"0 days, 01 hrs, 37 min",,Power,0.06771990741,Prov3
23,mlahachhewar-sw1,FALSE,8/3/2025 12:03:56,8/3/2025 15:20:23,Switch,********,Unknown,18th Shrawan,"0 days, 03 hrs, 16 min",,Unknown,0.1364236111,Prov3
24,mairport-tia-WL-sw3,,8/3/2025 12:09:45,8/3/2025 15:21:02,Switch,********,Rebooted,18th Shrawan,"0 days, 03 hrs, 11 min",,Power,0.1328356482,Prov3
25,mdamak <->mitahari,,8/3/2025 12:29:40,,Link Down,********,,18th Shrawan,"1 days, 04 hrs, 15 min","Update from BL, "" As per our local team, fiber needs to be changed in some segments.Due to  heavy rain ,today's work has been postponed for tomorrow. Our local team will work as soon as possible if feasible.""",,1.177719942,**********
26,mbal - mchabahil [100G],,8/3/2025 13:24:00,,Optical Power,********,,18th Shrawan,"1 days, 03 hrs, 21 min",Team is busy with another task team will look into the issue tomorrow ,,1.139988461,**********
27,mbhimphedi-sw1,FALSE,8/3/2025 14:33:00,8/4/2025 13:30:40,Switch,Central Region,Rebooted,18th Shrawan,"0 days, 22 hrs, 57 min",,Power,0.956712963,**********
28,mimadol-mtalchikhel[10G],,8/3/2025 14:32:00,8/3/2025 19:19:00,Link Down,********,Fiber Breakage,18th Shrawan,"0 days, 04 hrs, 47 min",,Fiber,0.1993055556,**********
29,mdevinagar-sw1,FALSE,8/3/2025 14:41:55,8/3/2025 14:45:52,Switch,Western Region,Rebooted,18th Shrawan,"0 days, 00 hrs, 03 min",,Power,0.002743055556,Prov5
30,mbajhangbazaar-sw1,FALSE,8/3/2025 14:57:02,,Switch,Far Western Region,,18th Shrawan,"1 days, 01 hrs, 48 min",,,1.075381979,**********
31,mkalikatar-sw1,TRUE,8/3/2025 15:00:15,,Switch,Makawanpur NTA,,18th Shrawan,"1 days, 01 hrs, 45 min",,,1.073148183,Prov3
32,mdumkibas,FALSE,8/3/2025 15:13:15,8/3/2025 15:24:41,MPLS,Western Region,Rebooted,18th Shrawan,"0 days, 00 hrs, 11 min",,Power,0.007939814815,Prov5
33,mlahachhewar-sw1,FALSE,8/3/2025 15:29:33,,Switch,********,,18th Shrawan,"1 days, 01 hrs, 16 min",,,1.052800961,Prov3
34,mchakragatti-mitahari[20G],,8/3/2025 15:39:00,8/3/2025 16:58:46,Link Down,********,Fiber Issue,18th Shrawan,"0 days, 01 hrs, 19 min",,Fiber,0.05539351852,**********
35,mdoti-sw1,FALSE,8/3/2025 16:02:18,8/3/2025 16:03:57,Switch,Far Western Region,Rebooted,18th Shrawan,"0 days, 00 hrs, 01 min",,Power,0.001145833332,Prov7
36,msirdibas-sw1,TRUE,8/3/2025 16:49:02,8/3/2025 17:21:12,Switch,Gorkha NTA,Full Solar POP,18th Shrawan,"0 days, 00 hrs, 32 min",,Power,0.02233796297,**********
37,mnaamdanda-sw1,TRUE,8/3/2025 17:03:13,,Switch,Central Region,,18th Shrawan,"0 days, 23 hrs, 42 min",,,0.9877546644,Prov3
38,mrindanda-sw1,FALSE,8/3/2025 17:31:07,8/4/2025 9:19:45,Switch,Central Region,,18th Shrawan,"0 days, 15 hrs, 48 min",,,0.6587731481,Prov3
39,mdeupurdanda-sw1,FALSE,8/3/2025 17:24:54,8/3/2025 17:40:29,Switch,Central Region,Rebooted,18th Shrawan,"0 days, 00 hrs, 15 min",,Power,0.01082175926,Prov3
40,mjamune-sw1,FALSE,8/3/2025 17:33:37,8/3/2025 19:29:45,Switch,Highway PoP,Rebooted,18th Shrawan,"0 days, 01 hrs, 56 min",,Power,0.08064814815,Prov4
41,mkhawadanda-sw1,FALSE,8/3/2025 17:18:33,8/3/2025 18:19:35,Switch,Central Region,Rebooted,18th Shrawan,"0 days, 01 hrs, 01 min",,Power,0.04238425926,Prov3
42,mdeupurdanda-sw1 - mnagarkot-sw1,,8/3/2025 17:24:54,,Link Down,********,,18th Shrawan,"0 days, 23 hrs, 20 min",We will test the link tonight and will update accordingly.,,0.972696794,**********
43,msirdibas-sw1,TRUE,8/3/2025 17:51:12,8/4/2025 7:13:23,Switch,Gorkha NTA,Full Solar POP,18th Shrawan,"0 days, 13 hrs, 22 min",,Power,0.5570717593,**********
44,mpalpa-sw1,FALSE,8/3/2025 17:48:06,8/3/2025 17:51:06,Switch,Western Region,Rebooted,18th Shrawan,"0 days, 00 hrs, 03 min",,Power,0.002083333333,Prov5
45,mbattisputali-sw1 - msinamangal-sw1,,8/3/2025 17:07:01,,Optical Power,********,,18th Shrawan,"0 days, 23 hrs, 38 min",Team is still busy with another task. After completing the task team will look into the issue,,0.9851157755,**********
46,mpanauti-dls-sw1,FALSE,8/3/2025 18:18:00,8/3/2025 19:52:52,Switch,Central Region,Fiber Breakage,18th Shrawan,"0 days, 01 hrs, 34 min",,Fiber,0.06587962963,Prov3
47,mpadampokhari-sw1,FALSE,8/3/2025 18:32:46,8/3/2025 18:35:25,Switch,Central Region,Unknown,18th Shrawan,"0 days, 00 hrs, 02 min",,Unknown,0.001840277779,Prov3
48,mjyamrung-sw1,FALSE,8/3/2025 19:17:34,8/4/2025 7:39:47,Switch,Dhading NTA,Rebooted,18th Shrawan,"0 days, 12 hrs, 22 min",,Power,0.5154282407,Prov3
49,mbaishjangar-dls-sw1,FALSE,8/3/2025 19:25:57,8/3/2025 20:51:33,Switch,********,Rebooted,18th Shrawan,"0 days, 01 hrs, 25 min",,Power,0.05944444445,Prov4
50,mmanahari - mhetauda,,8/3/2025 9:32:57,8/4/2025 10:03:00,Link Down,********,Fiber Issue,18th Shrawan,"1 days, 00 hrs, 30 min",As per Shiva ji Team could not do the needful rainfall Team will look into the issue tomorrow ,Fiber,1.020868056,**********
51,mpatan-baitadi-sw1,,8/3/2025 20:00:37,8/4/2025 9:02:47,Switch,********,Full Solar POP,18th Shrawan,"0 days, 13 hrs, 02 min",,Power,0.5431712963,Prov7
52,mnijhgadh-te-0-0-0-17:To-mhariwan-te-0-0-0-17-LAG-BE2-CH48-[40G],,8/3/2025 20:02:02,8/3/2025 20:05:00,Traffic Congestion,********,Congestion,18th Shrawan,"0 days, 00 hrs, 02 min",,Traffic Issue,0.002060185187,**********
53,mchitredanda-lamjung-sw1,,8/3/2025 20:04:58,8/3/2025 20:20:00,Switch,********,Rebooted,18th Shrawan,"0 days, 00 hrs, 15 min",,Power,0.01043981481,Prov5
54,mbal-xe-5-2-0:To-mgongabu-xe-0-2-0-LAG-ae19-Syuchatar-ADSS,,8/3/2025 21:15:49,8/3/2025 21:20:00,Traffic Congestion,********,Congestion,18th Shrawan,"0 days, 00 hrs, 04 min",,Traffic Issue,0.002905092595,**********
55,mbardibas-te-0-0-0-26:To-mhariwan-LAG-BE1-te-0-0-0-26-[40G],,8/3/2025 20:41:04,8/3/2025 20:50:00,Traffic Congestion,********,Congestion,18th Shrawan,"0 days, 00 hrs, 08 min",,Traffic Issue,0.006203703706,**********
56,xe-3/0/9 Connected-to-PSS32-BRJ-01#1-10-C6-for-IPLC-LAG-ae7 at-mbirgunj-nea,,8/3/2025 21:10:04,8/4/2025 9:55:00,Link Flap,********,Link Flap,18th Shrawan,"0 days, 12 hrs, 44 min",,Link Issue,0.5312037037,**********
57,mairport-tia-WL-sw3,,8/3/2025 21:34:00,8/3/2025 21:54:59,Switch,********,Rebooted,18th Shrawan,"0 days, 00 hrs, 20 min",,Power,0.01457175926,Prov3
58,msuryabinayak<->mkaushaltar [10G],,8/3/2025 21:47:00,,Link Down,********,,18th Shrawan,#REF!,,,,**********
59,mbuditola-sw1,,8/3/2025 21:51:26,8/4/2025 9:22:50,Switch,Far Western Region,Rebooted,18th Shrawan,"0 days, 11 hrs, 31 min",,Power,0.4801388889,**********
60, mkataridanda-sw1,,8/3/2025 22:47:18,8/4/2025 5:10:45,Switch,********,Rebooted,18th Shrawan,"0 days, 06 hrs, 23 min",,Power,0.2662847222,**********
61,mhatemalo-dls-sw1,FALSE,8/3/2025 23:44:19,8/4/2025 15:00:51,Switch,********,Rebooted,18th Shrawan,"0 days, 15 hrs, 16 min",,Power,0.6364814815,Prov4
62,msuper-nyadi-powerhouse-naiche-sw1,,8/3/2025 23:03:32,8/4/2025 5:29:07,Switch,********,Rebooted,18th Shrawan,"0 days, 06 hrs, 25 min",,Power,0.2677662037,Prov4
9,mdoti-sw1,FALSE,8/4/2024 2:50:12,8/4/2024 2:50:12,Switch,Far Western Region,Rebooted,19th Shrawan,"0 days, 00 hrs, 00 min",,Power,0,Prov7
10,mjumlabazaar-sw1,TRUE,8/4/2025 3:51:15,8/4/2025 6:33:27,Switch,Far Western Region,Unknown,19th Shrawan,"0 days, 02 hrs, 42 min",,Unknown,0.1126388889,Prov6
11,mokhrabudanda-sw1,TRUE,8/4/2025 4:01:59,8/4/2025 9:56:23,Switch,Eastern Region,Rebooted,19th Shrawan,"0 days, 05 hrs, 54 min",,Power,0.2461111111,Prov1
12,mranjha-sw1,FALSE,8/4/2025 5:07:06,8/4/2025 6:56:43,Switch,Far Western Region,Rebooted,19th Shrawan,"0 days, 01 hrs, 49 min",,Power,0.07612268519,Prov5
13,mfaparbari-sw1,FALSE,8/4/2025 5:14:06,,Switch,Central Region,,19th Shrawan,"0 days, 11 hrs, 31 min",,,0.480196794,Prov3
14,mmakwanpurgadi-sw1,TRUE,8/4/2025 5:20:01,,Switch,Makawanpur NTA,,19th Shrawan,"0 days, 11 hrs, 25 min",,,0.4760879977,Prov3
15,mkakanidanda-sw1,TRUE,8/4/2025 5:44:06,8/4/2025 10:34:09,Switch,Central Region,Rebooted,19th Shrawan,"0 days, 04 hrs, 50 min",,Power,0.2014236111,Prov3
16,mhetauda-warehouse-sw1,FALSE,8/4/2025 5:57:50,8/4/2025 7:43:26,Switch,Central Region,Rebooted,19th Shrawan,"0 days, 01 hrs, 45 min",,Power,0.07333333333,Prov3
17,mparwanipur-sw1,FALSE,8/3/2025 6:03:45,8/4/2025 6:20:31,Switch,Central Region,Unknown,19th Shrawan,"1 days, 00 hrs, 16 min",,Unknown,1.011643519,Prov2
18,mbaishjangar-dls-sw1,FALSE,8/4/2025 6:21:33,8/4/2025 6:47:08,Switch,********,Rebooted,19th Shrawan,"0 days, 00 hrs, 25 min",,Power,0.0177662037,Prov4
19,msankrantibazaar ,,8/4/2025 6:57:50,8/4/2025 7:40:01,MPLS,********,Rebooted,19th Shrawan,"0 days, 00 hrs, 42 min",,Power,0.02929398148,**********
20,msardi-sw2,FALSE,8/4/2025 9:35:00,8/4/2025 11:58:13,Switch,Western Region,Rebooted,19th Shrawan,"0 days, 02 hrs, 23 min",,Power,0.09945601852,Prov5
21,mkamaladi <->mdatahub [10G],,8/4/2025 9:55:37,,Link Down,********,,19th Shrawan,"0 days, 06 hrs, 49 min",,,0.2846991088,**********
22,mbaniyani-sw1,FALSE,8/4/2025 10:16:00,8/4/2025 15:06:56,Switch,Eastern Region,Fiber Breakage,19th Shrawan,"0 days, 04 hrs, 50 min",,Fiber,0.202037037,Prov1
23,mmuglaha-sw1,FALSE,8/4/2025 10:21:00,8/4/2025 10:45:10,Switch,Western Region,Unknown,19th Shrawan,"0 days, 00 hrs, 24 min",,Unknown,0.01678240741,Prov5
24,mbal-mdatahub[100G],,8/4/2025 10:45:00,8/4/2025 10:46:00,Link Flap,********,Unknown,19th Shrawan,"0 days, 00 hrs, 01 min",,Unknown,0.0006944444467,**********
25,mdhusel-sw1,FALSE,8/4/2025 10:18:12,8/4/2025 12:40:23,Switch,Makawanpur NTA,Rebooted,19th Shrawan,"0 days, 02 hrs, 22 min",,Power,0.09873842593,Prov3
26,mjhumka-dls-sw1,FALSE,8/4/2025 11:07:50,8/4/2025 11:32:36,Switch,Eastern Region,Routed,19th Shrawan,"0 days, 00 hrs, 24 min",,Fiber,0.01719907407,Prov1
27,mkhanar-sw1,,8/4/2025 11:29:00,8/4/2025 11:54:26,Switch,********,Rebooted,19th Shrawan,"0 days, 00 hrs, 25 min",,Power,0.01766203703,Prov1
28,mjirikhimti,,8/4/2025 12:16:28,8/4/2025 12:55:46,MPLS,********,Fiber Breakage,19th Shrawan,"0 days, 00 hrs, 39 min",,Fiber,0.02729166667,Prov1
29,mlahan - mmirchaiya[60G],,8/4/2025 12:17:29,,Link Down,********,,19th Shrawan,"0 days, 04 hrs, 28 min",,,0.1861805903,**********
30,mjhumka-dls-sw1 <-> mitahari,,8/4/2025 11:07:50,8/4/2025 15:03:34,Link Down,********,Fiber Burnt,19th Shrawan,"0 days, 03 hrs, 55 min",,Fiber,0.1637037037,**********
31,mdandagaun-sw1,FALSE,8/4/2025 12:15:08,8/4/2025 12:45:07,Switch,Central Region,Rebooted,19th Shrawan,"0 days, 00 hrs, 29 min",,Power,0.02082175926,Prov3
32,mitahari - mchakragatti [20G],,8/4/2025 12:46:22,8/4/2025 13:09:00,Link Down,********,Fiber Burnt,19th Shrawan,"0 days, 00 hrs, 22 min",,Fiber,0.01571759259,**********
33,mpurtighat-sw1,FALSE,8/4/2025 13:07:34,8/4/2025 14:58:44,Switch,Western Region,Unknown,19th Shrawan,"0 days, 01 hrs, 51 min",,Unknown,0.07719907407,Prov4
34,mdaphelake-sw1,TRUE,8/4/2025 13:29:41,,Switch,Far Western Region,,19th Shrawan,"0 days, 03 hrs, 15 min",,,0.1360417014,**********
35,mdolalghat <-> mpanchkhal [10G],,8/4/2025 11:06:44,,Link Down,********,,19th Shrawan,"0 days, 05 hrs, 38 min",,,0.2353125347,**********
36,msundarijal-mchabahil[10G],,8/4/2025 14:16:01,8/4/2025 15:06:01,Link Down,********,Unknown,19th Shrawan,"0 days, 00 hrs, 50 min",,Unknown,0.03472222223,**********
37,mgalchi-mtrishuli[10G],,8/4/2025 13:53:03,,Link Down,********,,19th Shrawan,"0 days, 02 hrs, 52 min",,,0.1198148495,**********
38,msuper-nyadi-powerhouse-naiche-sw1,,8/4/2025 14:42:58,,Switch,********,,19th Shrawan,"0 days, 02 hrs, 02 min",,,0.08515049769,Prov4
39,mdoti-sw1,FALSE,8/4/2025 14:57:19,8/4/2025 15:05:51,Switch,Far Western Region,Rebooted,19th Shrawan,"0 days, 00 hrs, 08 min",,Power,0.005925925921,Prov7
40,mpalpa,FALSE,8/4/2025 15:10:40,8/4/2025 15:25:11,MPLS,Western Region,Rebooted,19th Shrawan,"0 days, 00 hrs, 14 min",,Power,0.01008101852,Prov5
41,mtatopani-sw1,FALSE,8/4/2025 15:49:40,8/4/2025 15:52:07,Switch,********,Rebooted,19th Shrawan,"0 days, 00 hrs, 02 min",,Power,0.001701388886,Prov3
42,mdandagaun-sw1,FALSE,8/4/2025 15:50:07,8/4/2025 15:59:02,Switch,Central Region,Rebooted,19th Shrawan,"0 days, 00 hrs, 08 min",,Power,0.006192129629,Prov3
